size,time
21700,17
21800,17
21900,17
22000,17
22100,17
22200,17
22300,17
22400,17
22500,18
22600,18
22700,18
22800,18
22900,18
23000,18
23100,18
23200,18
23300,18
23400,18
23500,18
23600,18
23700,18
23800,19
23900,19
24000,19
24100,19
24200,19
24300,19
24400,19
24500,19
24600,19
24700,19
24800,19
24900,20
25000,20
25100,20
25200,20
25300,20
25400,20
25500,20
25600,20
25700,20
25800,20
25900,20
26000,21
26100,21
26200,21
26300,21
26400,21
26500,21
26600,21
26700,21
26800,21
26900,21
27000,21
27100,21
27200,21
27300,22
27400,22
27500,22
27600,22
27700,22
27800,22
27900,22
28000,22
28100,22
28200,22
28300,22
28400,22
28500,22
28600,22
28700,22
28800,23
28900,22
29000,23
29100,23
29200,23
29300,23
29400,23
29500,23
29600,23
29700,23
29800,23
29900,23
30000,23
30100,23
30200,24
30300,24
30400,24
30500,24
30600,24
30700,24
30800,24
30900,24
31000,24
31100,24
31200,24
31300,24
31400,25
31500,25
31600,25
31700,25
31800,25
31900,25
32000,25
32100,25
32200,25
32300,25
32400,25
32500,26
32600,26
32700,26
32800,26
32900,26
33000,26
33100,26
33200,26
33300,26
33400,26
33500,26
33600,26
33700,26
33800,27
33900,27
34000,27
34100,27
34200,27
34300,27
34400,27
34500,27
34600,27
34700,27
34800,27
34900,27
35000,27
35100,28
35200,28
35300,28
35400,28
35500,28
35600,28
35700,28
35800,28
35900,28
36000,29
36100,28
36200,29
36300,29
36400,29
36500,31
36600,29
36700,29
36800,29
36900,36
37000,30
37100,29
37200,29
37300,29
37400,30
37500,29
37600,30
37700,30
37800,30
37900,30
38000,30
38100,32
38200,30
38300,30
38400,31
38500,32
38600,31
38700,33
38800,31
38900,31
39000,32
39100,31
39200,32
39300,31
39400,31
39500,31
39600,36
39700,32
39800,32
39900,32
40000,32
40100,32
40200,32
40300,32
40400,32
40500,32
40600,32
40700,32
40800,32
40900,32
41000,33
41100,33
41200,33
41300,33
41400,33
41500,33
41600,33
41700,33
41800,33
41900,34
42000,34
42100,34
42200,34
42300,34
42400,34
42500,34
42600,34
42700,34
42800,34
42900,34
43000,34
43100,35
43200,36
43300,35
43400,35
43500,35
43600,35
43700,35
43800,35
43900,35
44000,37
44100,35
44200,35
44300,35
44400,38
44500,36
44600,36
44700,36
44800,36
44900,40
45000,37
45100,36
45200,36
45300,36
45400,36
45500,36
45600,36
45700,36
45800,37
45900,37
46000,38
46100,37
46200,37
46300,37
46400,37
46500,37
46600,37
46700,37
46800,38
46900,38
47000,41
47100,38
47200,40
47300,39
47400,40
47500,38
47600,38
47700,38
47800,38
47900,38
48000,39
48100,38
48200,38
48300,39
48400,39
48500,39
48600,39
48700,39
48800,39
48900,40
49000,40
49100,41
49200,40
49300,40
49400,40
49500,40
49600,40
49700,40
49800,40
49900,40
50000,40
50100,40
50200,40
50300,40
50400,40
50500,41
50600,41
50700,41
50800,41
50900,41
51000,41
51100,41
51200,41
51300,41
51400,41
51500,41
51600,41
51700,42
51800,42
51900,42
52000,42
52100,42
52200,42
52300,42
52400,42
52500,42
52600,42
52700,43
52800,43
52900,43
53000,43
53100,43
53200,43
53300,43
53400,43
53500,43
53600,43
53700,43
53800,44
53900,43
54000,43
54100,44
54200,44
54300,44
54400,44
54500,44
54600,44
54700,44
54800,44
54900,44
55000,44
55100,44
55200,44
55300,45
55400,45
55500,45
55600,45
55700,45
55800,45
55900,45
56000,45
56100,45
56200,45
56300,45
56400,45
56500,45
56600,45
56700,46
56800,46
56900,46
57000,46
57100,46
57200,46
57300,46
57400,46
57500,46
57600,46
57700,47
57800,47
57900,47
58000,47
58100,48
58200,48
58300,56
58400,54
58500,52
58600,48
58700,51
58800,48
58900,48
59000,48
59100,48
59200,48
59300,48
59400,48
59500,48
59600,48
59700,48
59800,48
59900,48
60000,48
60100,49
60200,49
60300,49
60400,49
60500,49
60600,49
60700,49
60800,49
60900,49
61000,49
61100,49
61200,49
61300,50
61400,50
61500,50
61600,50
61700,50
61800,50
61900,50
62000,50
62100,50
62200,51
62300,50
62400,51
62500,50
62600,50
62700,51
62800,51
62900,51
63000,51
63100,51
63200,53
63300,52
63400,53
63500,51
63600,53
63700,54
63800,52
63900,53
64000,54
64100,53
64200,52
64300,52
64400,52
64500,52
64600,53
64700,52
64800,53
64900,53
65000,53
65100,54
65200,53
65300,53
65400,53
65500,53
65600,53
65700,53
65800,53
65900,54
66000,53
66100,54
66200,54
66300,54
66400,54
66500,54
66600,54
66700,54
66800,54
66900,54
67000,55
67100,55
67200,55
67300,55
67400,55
67500,55
67600,55
67700,55
67800,55
67900,55
68000,55
68100,55
68200,56
68300,56
68400,56
68500,56
68600,56
68700,56
68800,56
68900,56
69000,56
69100,56
69200,56
69300,56
69400,56
69500,57
69600,57
69700,57
69800,57
69900,57
70000,57
70100,57
70200,57
70300,57
70400,58
70500,60
70600,58
70700,58
70800,58
70900,58
71000,58
71100,58
71200,58
71300,58
71400,58
71500,58
71600,58
71700,59
71800,59
71900,58
72000,59
72100,59
72200,59
72300,59
72400,59
72500,59
72600,59
72700,59
72800,59
72900,59
73000,59
73100,60
73200,60
73300,60
73400,60
73500,61
73600,62
73700,64
73800,62
73900,62
74000,64
74100,62
74200,62
74300,61
74400,61
74500,61
74600,61
74700,61
74800,61
74900,61
75000,61
75100,61
75200,61
75300,62
75400,62
75500,63
75600,62
75700,62
75800,62
75900,62
76000,62
76100,62
76200,62
76300,62
76400,62
76500,63
76600,62
76700,63
76800,63
76900,63
77000,63
77100,63
77200,63
77300,63
77400,63
77500,63
77600,63
77700,63
77800,64
77900,64
78000,64
78100,64
78200,64
78300,64
78400,64
78500,64
78600,64
78700,64
78800,64
78900,64
79000,65
79100,65
79200,65
79300,65
79400,65
79500,65
79600,65
79700,65
79800,65
79900,65
80000,65
80100,65
80200,66
80300,66
80400,66
80500,66
80600,66
80700,66
80800,66
80900,66
81000,66
81100,66
81200,66
81300,66
81400,67
81500,67
81600,66
81700,67
81800,67
81900,67
82000,67
82100,67
82200,67
82300,67
82400,67
82500,67
82600,67
82700,68
82800,68
82900,68
83000,68
83100,68
83200,68
83300,68
83400,68
83500,68
83600,68
83700,68
83800,69
83900,69
84000,69
84100,69
84200,69
84300,69
84400,69
84500,69
84600,70
84700,70
84800,70
84900,70
85000,70
85100,70
85200,70
85300,70
85400,70
85500,70
85600,70
85700,70
85800,70
85900,71
86000,71
86100,70
86200,71
86300,71
86400,71
86500,71
86600,71
86700,71
86800,71
86900,71
87000,71
87100,71
87200,71
87300,72
87400,72
87500,72
87600,72
87700,72
87800,72
87900,72
88000,72
88100,72
88200,75
88300,72
88400,73
88500,72
88600,73
88700,73
88800,73
88900,73
89000,73
89100,73
89200,73
89300,73
89400,73
89500,73
89600,73
89700,73
89800,74
89900,74
90000,74
90100,74
90200,74
90300,74
90400,74
90500,74
90600,74
90700,74
90800,75
90900,75
91000,75
91100,75
91200,75
91300,75
91400,75
91500,75
91600,75
91700,75
91800,75
91900,75
92000,76
92100,76
92200,75
92300,76
92400,76
92500,76
92600,76
92700,76
92800,76
92900,79
93000,77
93100,77
93200,77
93300,77
93400,77
93500,76
93600,76
93700,77
93800,77
93900,77
94000,77
94100,77
94200,77
94300,77
94400,77
94500,78
94600,79
94700,78
94800,77
94900,77
95000,78
95100,78
95200,78
95300,78
95400,78
95500,78
95600,78
95700,78
95800,78
95900,78
96000,78
96100,79
96200,79
96300,79
96400,79
96500,79
96600,79
96700,79
96800,79
96900,79
97000,79
97100,79
97200,79
97300,80
97400,79
97500,80
97600,80
97700,80
97800,80
97900,80
98000,80
98100,81
98200,80
98300,80
98400,80
98500,80
98600,80
98700,81
98800,84
98900,83
99000,83
99100,83
99200,83
99300,83
99400,83
99500,83
99600,83
99700,83
99800,83
99900,84
100000,84
