size,time
21700,5
21800,5
21900,5
22000,5
22100,5
22200,5
22300,5
22400,5
22500,5
22600,5
22700,5
22800,5
22900,5
23000,5
23100,5
23200,5
23300,5
23400,5
23500,5
23600,5
23700,5
23800,5
23900,5
24000,5
24100,5
24200,5
24300,5
24400,5
24500,5
24600,5
24700,6
24800,6
24900,6
25000,6
25100,6
25200,6
25300,6
25400,6
25500,6
25600,6
25700,6
25800,6
25900,6
26000,6
26100,6
26200,6
26300,6
26400,6
26500,6
26600,6
26700,6
26800,6
26900,6
27000,6
27100,6
27200,6
27300,6
27400,6
27500,6
27600,6
27700,6
27800,6
27900,6
28000,6
28100,6
28200,6
28300,6
28400,6
28500,6
28600,6
28700,6
28800,6
28900,6
29000,6
29100,6
29200,6
29300,6
29400,6
29500,6
29600,6
29700,7
29800,6
29900,6
30000,6
30100,6
30200,7
30300,7
30400,7
30500,7
30600,7
30700,7
30800,7
30900,7
31000,7
31100,7
31200,7
31300,7
31400,7
31500,8
31600,8
31700,8
31800,8
31900,8
32000,8
32100,8
32200,8
32300,9
32400,9
32500,9
32600,9
32700,9
32800,9
32900,9
33000,9
33100,9
33200,9
33300,9
33400,9
33500,9
33600,9
33700,10
33800,9
33900,9
34000,9
34100,9
34200,9
34300,9
34400,9
34500,9
34600,10
34700,10
34800,10
34900,10
35000,10
35100,10
35200,10
35300,10
35400,10
35500,10
35600,10
35700,10
35800,10
35900,10
36000,10
36100,10
36200,10
36300,10
36400,10
36500,10
36600,10
36700,10
36800,10
36900,10
37000,10
37100,10
37200,10
37300,10
37400,10
37500,10
37600,10
37700,10
37800,10
37900,10
38000,10
38100,10
38200,10
38300,10
38400,10
38500,10
38600,10
38700,10
38800,10
38900,10
39000,10
39100,10
39200,10
39300,10
39400,10
39500,10
39600,10
39700,10
39800,10
39900,10
40000,10
40100,10
40200,10
40300,10
40400,10
40500,10
40600,10
40700,11
40800,11
40900,11
41000,11
41100,11
41200,11
41300,11
41400,11
41500,11
41600,11
41700,11
41800,11
41900,11
42000,11
42100,11
42200,11
42300,11
42400,11
42500,11
42600,11
42700,11
42800,11
42900,11
43000,11
43100,11
43200,11
43300,11
43400,11
43500,11
43600,11
43700,11
43800,11
43900,11
44000,11
44100,11
44200,11
44300,11
44400,11
44500,11
44600,11
44700,11
44800,11
44900,11
45000,11
45100,11
45200,11
45300,12
45400,11
45500,11
45600,11
45700,11
45800,11
45900,12
46000,11
46100,12
46200,12
46300,12
46400,12
46500,12
46600,12
46700,12
46800,12
46900,12
47000,12
47100,12
47200,12
47300,12
47400,12
47500,12
47600,12
47700,12
47800,12
47900,12
48000,12
48100,12
48200,12
48300,12
48400,12
48500,12
48600,12
48700,12
48800,12
48900,12
49000,12
49100,12
49200,12
49300,12
49400,12
49500,12
49600,12
49700,12
49800,12
49900,12
50000,12
50100,12
50200,12
50300,12
50400,12
50500,12
50600,12
50700,12
50800,12
50900,12
51000,12
51100,12
51200,12
51300,12
51400,13
51500,13
51600,13
51700,13
51800,13
51900,13
52000,13
52100,13
52200,13
52300,13
52400,13
52500,13
52600,13
52700,13
52800,13
52900,13
53000,13
53100,13
53200,13
53300,13
53400,13
53500,13
53600,13
53700,13
53800,13
53900,13
54000,13
54100,13
54200,13
54300,13
54400,13
54500,14
54600,14
54700,13
54800,13
54900,13
55000,13
55100,13
55200,13
55300,13
55400,13
55500,13
55600,13
55700,13
55800,13
55900,14
56000,13
56100,13
56200,13
56300,13
56400,13
56500,13
56600,14
56700,13
56800,14
56900,14
57000,14
57100,14
57200,14
57300,14
57400,14
57500,14
57600,14
57700,14
57800,18
57900,16
58000,14
58100,14
58200,14
58300,14
58400,14
58500,14
58600,14
58700,14
58800,14
58900,14
59000,14
59100,14
59200,14
59300,14
59400,14
59500,14
59600,14
59700,14
59800,14
59900,14
60000,14
60100,14
60200,14
60300,14
60400,14
60500,14
60600,14
60700,14
60800,14
60900,15
61000,14
61100,14
61200,14
61300,14
61400,14
61500,14
61600,15
61700,15
61800,15
61900,15
62000,15
62100,15
62200,15
62300,16
62400,16
62500,16
62600,16
62700,16
62800,16
62900,16
63000,16
63100,17
63200,17
63300,17
63400,17
63500,17
63600,17
63700,17
63800,17
63900,17
64000,18
64100,18
64200,18
64300,18
64400,18
64500,18
64600,18
64700,18
64800,19
64900,19
65000,19
65100,19
65200,19
65300,19
65400,19
65500,19
65600,20
65700,19
65800,20
65900,20
66000,20
66100,20
66200,20
66300,20
66400,20
66500,20
66600,20
66700,20
66800,20
66900,20
67000,20
67100,20
67200,20
67300,20
67400,20
67500,20
67600,20
67700,20
67800,20
67900,20
68000,20
68100,20
68200,20
68300,20
68400,20
68500,20
68600,20
68700,20
68800,20
68900,20
69000,20
69100,20
69200,21
69300,20
69400,20
69500,20
69600,20
69700,21
69800,21
69900,21
70000,21
70100,21
70200,20
70300,21
70400,20
70500,21
70600,21
70700,21
70800,21
70900,21
71000,21
71100,21
71200,23
71300,21
71400,21
71500,21
71600,21
71700,21
71800,21
71900,21
72000,21
72100,21
72200,21
72300,21
72400,21
72500,21
72600,21
72700,21
72800,21
72900,21
73000,21
73100,21
73200,21
73300,21
73400,21
73500,21
73600,21
73700,21
73800,21
73900,21
74000,21
74100,21
74200,21
74300,21
74400,21
74500,21
74600,21
74700,21
74800,21
74900,21
75000,21
75100,21
75200,22
75300,22
75400,21
75500,22
75600,22
75700,22
75800,22
75900,22
76000,22
76100,22
76200,22
76300,22
76400,22
76500,22
76600,22
76700,22
76800,22
76900,22
77000,22
77100,22
77200,22
77300,22
77400,22
77500,22
77600,22
77700,22
77800,22
77900,22
78000,22
78100,22
78200,22
78300,22
78400,22
78500,22
78600,22
78700,22
78800,22
78900,22
79000,22
79100,22
79200,22
79300,22
79400,22
79500,22
79600,22
79700,22
79800,22
79900,22
80000,22
80100,22
80200,22
80300,22
80400,22
80500,22
80600,22
80700,22
80800,22
80900,22
81000,22
81100,22
81200,22
81300,23
81400,22
81500,23
81600,23
81700,23
81800,23
81900,23
82000,23
82100,23
82200,23
82300,23
82400,23
82500,23
82600,23
82700,23
82800,23
82900,23
83000,23
83100,23
83200,23
83300,23
83400,23
83500,23
83600,23
83700,23
83800,23
83900,23
84000,23
84100,23
84200,23
84300,23
84400,23
84500,23
84600,23
84700,23
84800,23
84900,23
85000,23
85100,23
85200,23
85300,23
85400,23
85500,23
85600,24
85700,24
85800,24
85900,23
86000,24
86100,24
86200,24
86300,24
86400,24
86500,24
86600,24
86700,24
86800,24
86900,24
87000,24
87100,24
87200,24
87300,24
87400,24
87500,24
87600,24
87700,24
87800,24
87900,24
88000,24
88100,24
88200,24
88300,24
88400,24
88500,24
88600,24
88700,24
88800,24
88900,26
89000,31
89100,26
89200,25
89300,24
89400,24
89500,25
89600,25
89700,24
89800,27
89900,25
90000,24
90100,25
90200,24
90300,24
90400,24
90500,24
90600,25
90700,24
90800,26
90900,25
91000,25
91100,25
91200,25
91300,25
91400,25
91500,25
91600,25
91700,25
91800,25
91900,25
92000,25
92100,25
92200,25
92300,25
92400,25
92500,25
92600,25
92700,25
92800,25
92900,25
93000,27
93100,34
93200,25
93300,25
93400,25
93500,26
93600,32
93700,26
93800,25
93900,26
94000,26
94100,26
94200,26
94300,26
94400,28
94500,26
94600,25
94700,25
94800,25
94900,25
95000,27
95100,25
95200,26
95300,26
95400,26
95500,30
95600,26
95700,26
95800,25
95900,26
96000,26
96100,26
96200,26
96300,34
96400,27
96500,26
96600,26
96700,27
96800,26
96900,26
97000,26
97100,26
97200,26
97300,26
97400,26
97500,26
97600,26
97700,26
97800,26
97900,26
98000,26
98100,26
98200,26
98300,26
98400,26
98500,26
98600,26
98700,26
98800,26
98900,26
99000,26
99100,26
99200,26
99300,26
99400,26
99500,26
99600,26
99700,26
99800,26
99900,26
100000,26
