size,time
21700,15
21800,15
21900,15
22000,15
22100,15
22200,15
22300,15
22400,15
22500,15
22600,15
22700,15
22800,16
22900,16
23000,16
23100,16
23200,16
23300,16
23400,16
23500,16
23600,16
23700,16
23800,16
23900,16
24000,17
24100,16
24200,17
24300,17
24400,17
24500,17
24600,17
24700,17
24800,18
24900,17
25000,19
25100,18
25200,17
25300,18
25400,18
25500,18
25600,18
25700,18
25800,18
25900,18
26000,18
26100,18
26200,18
26300,18
26400,18
26500,19
26600,19
26700,19
26800,19
26900,19
27000,19
27100,19
27200,19
27300,19
27400,19
27500,19
27600,19
27700,19
27800,19
27900,19
28000,19
28100,20
28200,20
28300,20
28400,20
28500,20
28600,20
28700,20
28800,20
28900,20
29000,20
29100,20
29200,20
29300,20
29400,21
29500,20
29600,21
29700,21
29800,20
29900,20
30000,21
30100,21
30200,21
30300,21
30400,21
30500,21
30600,21
30700,21
30800,21
30900,22
31000,22
31100,22
31200,22
31300,22
31400,22
31500,22
31600,22
31700,22
31800,22
31900,22
32000,22
32100,22
32200,22
32300,22
32400,22
32500,23
32600,23
32700,23
32800,23
32900,23
33000,23
33100,23
33200,23
33300,23
33400,23
33500,24
33600,23
33700,24
33800,24
33900,24
34000,24
34100,24
34200,24
34300,24
34400,24
34500,24
34600,24
34700,24
34800,24
34900,24
35000,25
35100,25
35200,25
35300,25
35400,25
35500,25
35600,25
35700,25
35800,25
35900,25
36000,25
36100,25
36200,25
36300,25
36400,25
36500,26
36600,26
36700,26
36800,26
36900,26
37000,26
37100,26
37200,26
37300,26
37400,27
37500,26
37600,26
37700,26
37800,27
37900,27
38000,26
38100,27
38200,27
38300,27
38400,27
38500,27
38600,27
38700,27
38800,27
38900,27
39000,28
39100,28
39200,27
39300,27
39400,28
39500,28
39600,28
39700,28
39800,28
39900,28
40000,28
40100,28
40200,28
40300,28
40400,29
40500,28
40600,29
40700,29
40800,29
40900,29
41000,29
41100,29
41200,29
41300,29
41400,29
41500,29
41600,30
41700,29
41800,30
41900,30
42000,29
42100,30
42200,30
42300,30
42400,30
42500,30
42600,30
42700,30
42800,30
42900,31
43000,30
43100,31
43200,31
43300,31
43400,31
43500,31
43600,31
43700,31
43800,31
43900,31
44000,32
44100,32
44200,32
44300,32
44400,32
44500,32
44600,32
44700,32
44800,32
44900,32
45000,32
45100,32
45200,32
45300,32
45400,32
45500,34
45600,33
45700,32
45800,32
45900,33
46000,33
46100,33
46200,35
46300,34
46400,34
46500,35
46600,34
46700,35
46800,35
46900,34
47000,34
47100,34
47200,34
47300,34
47400,34
47500,34
47600,34
47700,35
47800,35
47900,35
48000,35
48100,35
48200,35
48300,35
48400,35
48500,35
48600,35
48700,36
48800,36
48900,41
49000,37
49100,36
49200,36
49300,41
49400,44
49500,39
49600,36
49700,36
49800,36
49900,36
50000,36
50100,36
50200,37
50300,37
50400,36
50500,36
50600,36
50700,36
50800,36
50900,37
51000,37
51100,37
51200,37
51300,37
51400,37
51500,37
51600,37
51700,37
51800,37
51900,37
52000,37
52100,38
52200,37
52300,38
52400,38
52500,38
52600,38
52700,38
52800,38
52900,38
53000,38
53100,38
53200,38
53300,38
53400,38
53500,39
53600,38
53700,39
53800,39
53900,39
54000,39
54100,39
54200,43
54300,39
54400,39
54500,39
54600,40
54700,39
54800,39
54900,39
55000,40
55100,40
55200,42
55300,40
55400,40
55500,40
55600,40
55700,40
55800,40
55900,40
56000,40
56100,40
56200,40
56300,40
56400,41
56500,41
56600,41
56700,41
56800,41
56900,41
57000,41
57100,41
57200,41
57300,41
57400,41
57500,41
57600,41
57700,41
57800,41
57900,42
58000,42
58100,45
58200,44
58300,42
58400,42
58500,42
58600,42
58700,42
58800,42
58900,42
59000,43
59100,43
59200,42
59300,43
59400,43
59500,43
59600,43
59700,43
59800,43
59900,43
60000,43
60100,43
60200,43
60300,43
60400,43
60500,43
60600,43
60700,43
60800,44
60900,45
61000,44
61100,44
61200,44
61300,44
61400,44
61500,44
61600,44
61700,44
61800,44
61900,45
62000,47
62100,45
62200,45
62300,45
62400,46
62500,48
62600,45
62700,45
62800,45
62900,45
63000,46
63100,46
63200,46
63300,46
63400,47
63500,46
63600,47
63700,47
63800,46
63900,47
64000,46
64100,46
64200,46
64300,46
64400,46
64500,47
64600,47
64700,47
64800,47
64900,47
65000,47
65100,47
65200,47
65300,47
65400,47
65500,48
65600,47
65700,47
65800,47
65900,48
66000,48
66100,48
66200,48
66300,48
66400,48
66500,48
66600,48
66700,48
66800,48
66900,49
67000,49
67100,48
67200,48
67300,48
67400,48
67500,49
67600,48
67700,49
67800,49
67900,49
68000,49
68100,49
68200,49
68300,49
68400,49
68500,49
68600,49
68700,49
68800,50
68900,50
69000,50
69100,50
69200,50
69300,50
69400,50
69500,50
69600,50
69700,51
69800,50
69900,50
70000,59
70100,55
70200,51
70300,52
70400,51
70500,51
70600,51
70700,51
70800,51
70900,51
71000,52
71100,52
71200,52
71300,57
71400,52
71500,52
71600,52
71700,53
71800,53
71900,53
72000,53
72100,53
72200,53
72300,53
72400,53
72500,53
72600,53
72700,53
72800,53
72900,58
73000,54
73100,53
73200,53
73300,53
73400,53
73500,53
73600,54
73700,54
73800,54
73900,54
74000,54
74100,58
74200,54
74300,54
74400,54
74500,54
74600,55
74700,55
74800,55
74900,57
75000,57
75100,56
75200,54
75300,54
75400,54
75500,54
75600,54
75700,55
75800,55
75900,55
76000,55
76100,55
76200,55
76300,55
76400,55
76500,55
76600,55
76700,56
76800,56
76900,56
77000,56
77100,56
77200,56
77300,56
77400,56
77500,56
77600,56
77700,56
77800,56
77900,57
78000,57
78100,56
78200,57
78300,57
78400,57
78500,57
78600,57
78700,57
78800,57
78900,57
79000,57
79100,57
79200,57
79300,57
79400,57
79500,58
79600,58
79700,58
79800,58
79900,58
80000,58
80100,58
80200,58
80300,58
80400,58
80500,58
80600,58
80700,59
80800,59
80900,59
81000,59
81100,59
81200,59
81300,59
81400,59
81500,59
81600,59
81700,59
81800,59
81900,59
82000,59
82100,60
82200,59
82300,60
82400,60
82500,60
82600,60
82700,60
82800,60
82900,60
83000,60
83100,60
83200,61
83300,60
83400,61
83500,61
83600,61
83700,61
83800,61
83900,61
84000,61
84100,61
84200,61
84300,63
84400,61
84500,61
84600,61
84700,62
84800,62
84900,62
85000,62
85100,62
85200,62
85300,63
85400,62
85500,62
85600,62
85700,62
85800,62
85900,62
86000,62
86100,63
86200,67
86300,63
86400,63
86500,63
86600,63
86700,63
86800,63
86900,63
87000,63
87100,63
87200,64
87300,64
87400,67
87500,64
87600,64
87700,64
87800,65
87900,64
88000,64
88100,64
88200,64
88300,64
88400,64
88500,65
88600,65
88700,65
88800,65
88900,65
89000,65
89100,65
89200,65
89300,65
89400,65
89500,65
89600,65
89700,65
89800,65
89900,66
90000,65
90100,66
90200,66
90300,66
90400,66
90500,66
90600,66
90700,69
90800,66
90900,66
91000,66
91100,66
91200,66
91300,66
91400,67
91500,67
91600,67
91700,67
91800,67
91900,67
92000,67
92100,67
92200,67
92300,67
92400,68
92500,67
92600,67
92700,68
92800,68
92900,68
93000,68
93100,68
93200,68
93300,68
93400,68
93500,68
93600,68
93700,68
93800,69
93900,68
94000,70
94100,69
94200,69
94300,69
94400,69
94500,69
94600,69
94700,69
94800,69
94900,69
95000,70
95100,70
95200,70
95300,70
95400,70
95500,70
95600,70
95700,70
95800,70
95900,70
96000,70
96100,71
96200,71
96300,71
96400,71
96500,71
96600,71
96700,71
96800,71
96900,71
97000,71
97100,71
97200,71
97300,71
97400,71
97500,71
97600,71
97700,72
97800,72
97900,72
98000,72
98100,72
98200,72
98300,72
98400,72
98500,72
98600,72
98700,72
98800,73
98900,72
99000,73
99100,73
99200,73
99300,73
99400,73
99500,73
99600,73
99700,73
99800,73
99900,73
100000,73
